1,0.857142857,6,0.833333333,1,0.857142857,2,36,60,1.3,30000,7,9,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0.5,2,0.5,2,0.5,2,32,60,1.3,30000,3,6,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,1,1,2,1,2,29,30,1.3,10000,3,7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,0,2,41,30,1.3,10000,3,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,2,0,2,38,30,1.3,10000,3,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0.5,1,0.5,2,0.5,2,35,15,1.15,10000,-4,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,1,2,1,2,46,30,1.3,10000,3,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,2,1,2,32,30,1.3,10000,3,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.25,2,0.25,2,0.25,2,31,15,1.15,10000,8,5,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0.727272727,8,0.6,0.833333333,0.625,1,35,30,1.1,40000,3,6,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,2,1,2,43,30,1.3,10000,3,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,2,0,2,31,30,1.25,10000,3,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0.8,4,0.8,2,0.8,2,30,15,1.1125,20000,3,8,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,8,1,1,1,1,31,30,1.1,40000,7,9,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,2,1,2,42,15,1.15,10000,7,10,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0.666666667,2,0.666666667,2,0.666666667,2,37,30,1.225,20000,4,7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,2,1,2,48,30,1.3,10000,8,9,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,2,1,2,37,30,1.3,10000,3,7,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,2,1,2,25,60,1.3,30000,3,6,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,12,1,1,1,2,33,30,1.1,40000,3,6,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,2,1,2,1,2,31,15,1.15,10000,4,7,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,2,1,2,35,30,1.3,10000,3,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.4,2,0.4,2,0.4,2,40,30,1.3,10000,8,4,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,2,1,2,27,30,1.15,30000,3,7,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,2,1,2,27,30,1.3,10000,3,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.5,1,0.5,2,0.5,2,37,30,1.3,10000,4,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,2,1,2,28,30,1.3,10000,7,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,7,1,1,1,2,42,30,1.15,30000,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0.6,3,0.6,2,0.6,2,38,30,1.3,10000,4,8,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,2,1,2,33,15,1.15,10000,4,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,1,2,1,2,30,30,1.3,10000,7,9,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
